Peak.ID	logFC	logCPM	F	PValue	FDR	Annotation	Distance.to.TSS	Nearest.Ensembl	Gene.Name	Gene.Type	Gene.Description
Htt_PeakRegion_29597_chr17_8920465_8990561	-0.62655374978364	6.68088672836037	128.673129609249	4.76017647799623e-22	6.87321881657876e-18	intron (ENSMUST00000149440, intron 11 of 19)	9944	ENSMUSG00000023868	Pde10a	protein_coding	phosphodiesterase 10A [Source:MGI Symbol;Acc:MGI:1345143]
Htt_PeakRegion_29589_chr17_8799743_8868651	-0.521377607695809	6.37039661216251	83.9654282320703	3.04069703059997e-16	2.19523122124165e-12	intron (ENSMUST00000141877, intron 1 of 1)	-15788	ENSMUSG00000023868	Pde10a	protein_coding	phosphodiesterase 10A [Source:MGI Symbol;Acc:MGI:1345143]
Htt_PeakRegion_33141_chrX_143482944_143483178	0.933605808965181	3.84074276910022	79.170280982624	1.48318044631021e-15	7.13854748809106e-12	Intergenic	-35530	ENSMUSG00000031284	Pak3	protein_coding	p21 (RAC1) activated kinase 3 [Source:MGI Symbol;Acc:MGI:1339656]
Htt_PeakRegion_30715_chr17_78636827_78716037	-0.448226777230916	6.61380973137457	66.8645565911076	1.0160035595202e-13	3.66751884897806e-10	intron (ENSMUST00000145910, intron 7 of 17)	7920	ENSMUSG00000024077	Strn	protein_coding	striatin, calmodulin binding protein [Source:MGI Symbol;Acc:MGI:1333757]
Htt_PeakRegion_00981_chr1_87470591_87484995	-0.714919091781907	4.18630666885376	60.2864225601035	1.0778757383173e-12	3.11268955711271e-09	TTS (ENSMUST00000168235)	5254	ENSMUSG00000026258	Snorc	protein_coding	secondary ossification center associated regulator of chondrocyte maturation [Source:MGI Symbol;Acc:MGI:1920484]
Htt_PeakRegion_22243_chr11_109237083_109266906	-0.578888699529906	5.11061361314157	58.8003812966915	1.85723646208332e-12	4.4694395460035e-09	intron (ENSMUST00000106706, intron 9 of 16)	-1844	ENSMUSG00000020599	Rgs9	protein_coding	regulator of G-protein signaling 9 [Source:MGI Symbol;Acc:MGI:1338824]
Htt_PeakRegion_04233_chr2_130629966_130639861	-0.741938604492504	3.62253976617831	48.4091653558554	9.37323204724647e-11	1.93342996471702e-07	exon (ENSMUST00000045761, exon 5 of 5)	3181	ENSMUSG00000037703	Lzts3	protein_coding	leucine zipper, putative tumor suppressor family member 3 [Source:MGI Symbol;Acc:MGI:2656976]
Htt_PeakRegion_32136_chr19_5789045_5822239	-0.412701822314721	6.01928164079539	45.6903288066574	2.71019070375782e-10	4.8915554464449e-07	Intergenic	-2970	ENSMUSG00000092341	Malat1	lincRNA	metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA) [Source:MGI Symbol;Acc:MGI:1919539]
Htt_PeakRegion_28198_chr15_103514186_103536591	-0.535917734465295	4.75429348594687	44.3267760381232	4.64334382629766e-10	7.44947127865688e-07	intron (ENSMUST00000023132, intron 10 of 15)	12603	ENSMUSG00000022490	Ppp1r1a	protein_coding	protein phosphatase 1, regulatory inhibitor subunit 1A [Source:MGI Symbol;Acc:MGI:1889595]
Htt_PeakRegion_19593_chr10_98992062_99038900	-0.412077230208175	5.88467912415904	42.0699451054003	1.14218205442216e-09	1.59190556117784e-06	intron (ENSMUST00000020107, intron 17 of 20)	-91555	ENSMUSG00000019952	Poc1b	protein_coding	POC1 centriolar protein B [Source:MGI Symbol;Acc:MGI:1918511]
Htt_PeakRegion_12928_chr7_27520082_27529386	-0.675466754066495	3.72064309650495	41.9206256444068	1.21275442710411e-09	1.59190556117784e-06	intron (ENSMUST00000108353, intron 1 of 3)	1467	ENSMUSG00000040424	Hipk4	protein_coding	homeodomain interacting protein kinase 4 [Source:MGI Symbol;Acc:MGI:2685008]
Htt_PeakRegion_13244_chr7_45700413_45720176	-0.512238600055558	4.8750152974781	41.6301094420168	1.3629948575899e-09	1.64002356239504e-06	TTS (ENSMUST00000072836)	2406	ENSMUSG00000059824	Dbp	protein_coding	D site albumin promoter binding protein [Source:MGI Symbol;Acc:MGI:94866]
Htt_PeakRegion_20969_chr11_69081510_69121356	-0.425302010559766	5.70873884900026	40.9890849794713	1.76484011296469e-09	1.9601943377767e-06	TTS (ENSMUST00000132462)	911	ENSMUSG00000020893	Per1	protein_coding	period circadian clock 1 [Source:MGI Symbol;Acc:MGI:1098283]
Htt_PeakRegion_24092_chr12_112608965_112618791	-0.629326594859636	3.87337556056255	39.9620477702783	2.67510411846524e-09	2.75898774046569e-06	intron (ENSMUST00000101029, intron 22 of 22)	-6167	ENSMUSG00000011148	Adssl1	protein_coding	adenylosuccinate synthetase like 1 [Source:MGI Symbol;Acc:MGI:87947]
Htt_PeakRegion_28802_chr16_35298506_35313500	-0.56088234660867	4.16099168431298	36.6079492098068	1.05867232736622e-08	1.01907798232272e-05	TTS (ENSMUST00000114913)	41736	ENSMUSG00000034473	Sec22a	protein_coding	SEC22 homolog A, vesicle trafficking protein [Source:MGI Symbol;Acc:MGI:2447876]
Htt_PeakRegion_29593_chr17_8893853_8905944	-0.592768961739839	3.8373824530448	32.5916322948183	5.70085348596717e-08	5.1446639677425e-05	TTS (ENSMUST00000141877)	6608	ENSMUSG00000023868	Pde10a	protein_coding	phosphodiesterase 10A [Source:MGI Symbol;Acc:MGI:1345143]
Htt_PeakRegion_00451_chr1_49018234_49018473	-3.15328233623974	0.173482628496179	32.3615567139539	6.28593665926397e-08	5.33897878959485e-05	Intergenic	-77090	ENSMUSG00000092790	Gm22693	miRNA	predicted gene, 22693 [Source:MGI Symbol;Acc:MGI:5452470]
