Peak.ID	logFC	logCPM	F	PValue	FDR	Annotation	Distance.to.TSS	Nearest.Ensembl	Gene.Name	Gene.Type	Gene.Description
H3K9me3_PeakRegion_05767_chr5_26070400_26072199	1.5805713165097	2.18387068475469	36.1288425505985	6.60055517684827e-06	0.143839298413878	Intergenic	-12719	ENSMUSG00000073117	Gm7347	protein_coding	predicted gene 7347 [Source:MGI Symbol;Acc:MGI:3645983]
H3K9me3_PeakRegion_20156_chr17_28946800_28947999	1.51265328995992	0.603494297271022	28.3454991076611	3.10678081171988e-05	0.225935928159978	Intergenic	-4550	ENSMUSG00000005936	Kctd20	protein_coding	potassium channel tetramerisation domain containing 20 [Source:MGI Symbol;Acc:MGI:1914239]
H3K9me3_PeakRegion_09678_chr7_45922800_45928399	0.830614805485448	2.99898085989582	24.1956315343338	7.9193384036664e-05	0.225935928159978	TTS (ENSMUST00000146062)	1357	ENSMUSG00000040189	Ccdc114	protein_coding	coiled-coil domain containing 114 [Source:MGI Symbol;Acc:MGI:2446120]
H3K9me3_PeakRegion_07031_chr5_148444600_148447199	0.842905682868832	1.78225784507488	21.0097546560245	0.000173336982938315	0.225935928159978	Intergenic	-45996	ENSMUSG00000041313	Slc7a1	protein_coding	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1 [Source:MGI Symbol;Acc:MGI:88117]
H3K9me3_PeakRegion_13982_chr11_7844200_7847799	0.819436440102336	2.07943830745157	20.9950847642449	0.000173988984947635	0.225935928159978	Intergenic	40505	ENSMUSG00000098853	Gm27393	snRNA	predicted gene, 27393 [Source:MGI Symbol;Acc:MGI:5530775]
H3K9me3_PeakRegion_00054_chr1_7208600_7212199	0.837887022526414	1.97519445319115	20.7914020446104	0.000183326362225535	0.225935928159978	Intergenic	-20481	ENSMUSG00000103709	Nras-ps2	processed_pseudogene	neuroblastoma ras oncogene, pseudogene 2 [Source:MGI Symbol;Acc:MGI:97378]
H3K9me3_PeakRegion_15084_chr12_20913200_20917999	0.729633753268885	2.7260767048155	20.1999567813105	0.000213717459916839	0.225935928159978	intron (ENSMUST00000144811, intron 1 of 4)	5453	ENSMUSG00000085642	3110053B16Rik	transcribed_unprocessed_pseudogene	RIKEN cDNA 3110053B16 gene [Source:MGI Symbol;Acc:MGI:1920435]
H3K9me3_PeakRegion_13390_chr10_61055600_61058599	0.799423357776568	2.51539882489241	19.8130531170782	0.000236584074567208	0.225935928159978	Intergenic	-5200	ENSMUSG00000093573	Gm20610	lincRNA	predicted gene 20610 [Source:MGI Symbol;Acc:MGI:5313057]
H3K9me3_PeakRegion_01634_chr2_23295800_23296799	1.47470456266782	0.381675832847428	19.5981400399485	0.000250441029550823	0.225935928159978	Intergenic	-24946	ENSMUSG00000069132	Nxph2	protein_coding	neurexophilin 2 [Source:MGI Symbol;Acc:MGI:107491]
H3K9me3_PeakRegion_07197_chr6_14676600_14679799	0.87527087955436	1.64022372945362	19.4545583528289	0.000260196119701517	0.225935928159978	Intergenic	77074	ENSMUSG00000042717	Ppp1r3a	protein_coding	protein phosphatase 1, regulatory subunit 3A [Source:MGI Symbol;Acc:MGI:2153588]
