Peak.ID	logFC	logCPM	F	PValue	FDR	Annotation	Distance.to.TSS	Nearest.Ensembl	Gene.Name	Gene.Type	Gene.Description
Htt_PeakRegion_46397_chr6_113729448_113729493	-3.89673072938829	-2.39787714047998	17.3171775504777	3.16378006469159e-05	0.748319584019732	TTS (ENSMUST00000138204)	5599	ENSMUSG00000030298	Sec13	protein_coding	SEC13 homolog, nuclear pore and COPII coat complex component [Source:MGI Symbol;Acc:MGI:99832]
Htt_PeakRegion_23791_chr17_8934179_8934329	-2.17338056007853	-1.41750594722892	16.3929555563427	5.14854906955007e-05	0.748319584019732	intron (ENSMUST00000149440, intron 3 of 19)	10111	ENSMUSG00000023868	Pde10a	protein_coding	phosphodiesterase 10A [Source:MGI Symbol;Acc:MGI:1345143]
Htt_PeakRegion_26036_chr17_56122329_56122966	-1.46906338096135	-0.271940151415009	15.5854806658228	7.88707653553461e-05	0.748319584019732	promoter-TSS (ENSMUST00000041357)	-702	ENSMUSG00000037095	Lrg1	protein_coding	leucine-rich alpha-2-glycoprotein 1 [Source:MGI Symbol;Acc:MGI:1924155]
Htt_PeakRegion_24882_chr17_26966077_26966580	-1.51339015099972	-0.478047489163966	15.4206635466418	8.60561296490021e-05	0.748319584019732	intron (ENSMUST00000194598, intron 17 of 18)	-6838	ENSMUSG00000079605	Zbtb9	protein_coding	zinc finger and BTB domain containing 9 [Source:MGI Symbol;Acc:MGI:1918022]
Htt_PeakRegion_00566_chr1_64573667_64573760	3.04541045968995	-2.34054396541403	14.9123207035022	0.000112642051051353	0.748319584019732	intron (ENSMUST00000190876, intron 6 of 9)	-2674	ENSMUSG00000025958	Creb1	protein_coding	cAMP responsive element binding protein 1 [Source:MGI Symbol;Acc:MGI:88494]
Htt_PeakRegion_31366_chr2_31701758_31701929	-2.61690539322391	-1.92082997892571	14.7604026391382	0.000122090273308019	0.748319584019732	intron (ENSMUST00000142554, intron 2 of 11)	12233	ENSMUSG00000026842	Abl1	protein_coding	c-abl oncogene 1, non-receptor tyrosine kinase [Source:MGI Symbol;Acc:MGI:87859]
Htt_PeakRegion_19368_chr15_48526079_48526148	4.26166757006989	-2.74934951098136	14.56261669511	0.000135597354310682	0.748319584019732	intron (ENSMUST00000162830, intron 4 of 70)	-25194	ENSMUSG00000065742	Gm25007	snRNA	predicted gene, 25007 [Source:MGI Symbol;Acc:MGI:5454784]
Htt_PeakRegion_38533_chr4_108561431_108561612	-2.26696163566943	-1.70043991050042	14.533116872389	0.000137737052829086	0.748319584019732	Intergenic	5505	ENSMUSG00000063800	Prpf38a	protein_coding	PRP38 pre-mRNA processing factor 38 (yeast) domain containing A [Source:MGI Symbol;Acc:MGI:1916962]
Htt_PeakRegion_41462_chr5_25981817_25981842	3.62858943312141	-2.51986766485859	14.1747088607366	0.000166617664162233	0.748319584019732	TTS (ENSMUST00000191203)	5618	ENSMUSG00000096045	Gm21698	protein_coding	predicted gene, 21698 [Source:MGI Symbol;Acc:MGI:5435053]
Htt_PeakRegion_18343_chr14_66318197_66318306	-3.30580842952408	-2.41750594722892	13.9765850926863	0.000185126287442006	0.748319584019732	Intergenic	-21123	ENSMUSG00000085984	1700001G11Rik	processed_transcript	RIKEN cDNA 1700001G11 gene [Source:MGI Symbol;Acc:MGI:1916553]
Htt_PeakRegion_36100_chr3_88579139_88579385	-2.0881526309077	-1.5305149090581	13.6894193547677	0.000215693890987799	0.748319584019732	promoter-TSS (ENSMUST00000035785)	-346	ENSMUSG00000041355	Ssr2	protein_coding	signal sequence receptor, beta [Source:MGI Symbol;Acc:MGI:1913506]
Htt_PeakRegion_54879_chr9_46163088_46163269	-2.83583009066808	-2.0074176639218	13.6626137321437	0.000218794821830755	0.748319584019732	intron (ENSMUST00000153152, intron 1 of 20)	7800	ENSMUSG00000034135	Sik3	protein_coding	SIK family kinase 3 [Source:MGI Symbol;Acc:MGI:2446296]
Htt_PeakRegion_33379_chr2_120565567_120565956	-1.90630041558765	-1.37851181561305	13.365661554027	0.000256305027528663	0.748319584019732	Intergenic	-1909	ENSMUSG00000027287	Snap23	protein_coding	synaptosomal-associated protein 23 [Source:MGI Symbol;Acc:MGI:109356]
Htt_PeakRegion_30909_chr2_26458053_26458298	-2.27959659718104	-1.61864581933677	13.3480827770094	0.000258718705639993	0.748319584019732	TTS (ENSMUST00000151521)	1032	ENSMUSG00000085543	Gm13568	processed_transcript	predicted gene 13568 [Source:MGI Symbol;Acc:MGI:3702049]
Htt_PeakRegion_48040_chr7_30587761_30587863	-2.87294326368518	-2.21501308333017	13.3265706862115	0.000261703649927236	0.748319584019732	intron (ENSMUST00000108154, intron 1 of 36)	905	ENSMUSG00000006307	Kmt2b	protein_coding	lysine (K)-specific methyltransferase 2B [Source:MGI Symbol;Acc:MGI:109565]
